pair_contract_address, Token0_contract_address, Token0_decimals, Token0_name, Token0_symbol, Token1_contract_address, Token1_decimals, Token1_name, Token1_symbol
0x38aE57D5421743C42B4111802798CA99EBCab311,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xa534481C311ccA746a2251c6b4c46eB80737315C,18,"treenft.org","NFTREE"
0xF0657a5aDe0170E226361CdD45F49f1c5152373b,0x52EE87501B0B69e52a73De5Ece8680C907ba1501,18,"ArbiSamurai","ArbiSamurai",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xDc1fE991681E34B575E72E64c1185b7c2016F172,0x1C50751A54df214aCdA7bEc2eF99c317898a12a2,18,"MidasArbi","MARBI",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x692f6da4AbFD5acd17392021ae04E38cFa14627A,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xA896A66eF9763c111B6266e7Df4a0e7799905C11,18,"Arbi Whales","aWHALE"
0xC64A7819bD2a4794D73543Ad28728c6947eB3D35,0x0672F5380b554EbCf567b3EA67510be619470605,15,"TestARB","TSTARB",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x067fAb8225515AA8b8675da68dcB073E89e29B03,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xB13e3999E7e3616eD9777B7C4daAb499DF9c238d,18,"Dogue","DOGUE"
0x5Dfc74cb39FE00435CE5508bb95e9Bed93493c6f,0x479a4E65fbA5Eff9585Bb2E6344eB34561b2Adb4,18,"chowchowgo.com","CHOWCHOW",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x83CCB4CfdbaFDbC35027c8CfAc6a43f5a7357b21,0x038a46879C44F3a9CAfcbeeE1691CD8d9735e2Ba,18,"Arbi Cum","ACUM",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x28e18F15c147162FAeb1e771260BEcB45BdF6Bfc,0x86A1012d437BBFf84fbDF62569D12d4FD3396F8c,18,"Arbys","ARBYS",0xdE31e75182276738B0c025daa8F80020A4F2fbFE,18,"Honey Token","HONEY"
0xDA7bbD6292EF0D668082E3FB60AD9d125C121082,0xeD3fB761414DA74b74F33e5c5a1f78104b188DfC,18,"ArbiNYAN","NYAN",0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6,"USD Coin (Arb1)","USDC"
0x629Aa19dF31882faC22D7f845ee8053C137a1741,0x3CD1833Ce959E087D0eF0Cb45ed06BffE60F23Ba,18,"Land","LAND",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xb832340EFE23371a5Ce2347898Dc78FB89f65D4E,0x387539bC40D67c5c66315F93ecF6196328fD3c97,18,"shadownite.com","NITE",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xC72090E5c7d9aecdD59B33395981EaCC167E88f8,0x631E77a55a6dDf7b9a95D5a1a1bCaB6D938C6747,0,"ArbiBomb","AriB",0xdE31e75182276738B0c025daa8F80020A4F2fbFE,18,"Honey Token","HONEY"
0x6D4B0D0c865A1561ad1904893396756d5b8137e8,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0x9140f6ef8F14657DA4ed32b04813370c867A978C,18,"ArbiSwap","ASWAP"
0xb33Da99185f354846aE32B2dAb05C3EA6544462D,0xf42Ae1D54fd613C9bb14810b0588FaAa09a426cA,18,"Escrowed GMX","esGMX",0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6,"USD Coin (Arb1)","USDC"
0x9471d482c51d5539BC4e80c05c0Fdc52Ca3F9BCf,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xF5e3f64997dc94782735C00B5150038cE6ccBd5F,9,"ArbiRise","aRISE"
0x45cAe3B660e9D741839bf5e9624912390AcFBfd3,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xfbE3bed566583aF6CF044252eDeBF6b96E14548e,18,"ArbiChili","ACHILI"
0x95Cc1c88187627033Ff20eC018eA16Fe85973bF4,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xe618cD7Fb90626DB1f73BC5b7e7F66874525E079,18,"Arbmonsta","MONSTA"
0x4E3c1B11f1Deac09946197bfF633E895FC659D63,0x23104325ab8909064E8E4443bF2Cc3693C061519,18,"ArbiNyan","NYAN",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xFeC5cF70565fd5751cC92CdFc951efFB1320Ac42,0x3c254D161E60b6530b9e45De0BC5a947A09bdaE2,0,"Arbi Village","SERS",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xebd2b22ba1B5fDd11460006C6cd1fd739DcBf3bA,0x67fAF2056FB43E6a009475D07eAd3c35c8E6323a,18,"arbiMSH","arbiMSH",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x0De29A45aE47431A94399Cb15B6d250Ee46D2389,0x5269c30F6cB8a75282b0141E7071406442D2b272,18,"ArbiBank","aBANK",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xE3579ED3823846518dc6B51e31360CEf6CFF189f,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xAFD871f684F21Ab9D7137608C71808f83D75e6fc,18,"Arbucks","BUCK"
0xAB963202985492744F75C38C6B96E0f4295d452D,0x3eF19a13e473585eF180CB4c99Ad2984DFc35392,18,"ARBSHIBA","ARBSHIBA",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xB2FA688396F35c93Ba4f054866eF8527902fec07,0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,18,"GMX","GMX",0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6,"USD Coin (Arb1)","USDC"
0x2e93f4956CAa648034dA636f63e8ba59e7e5dC20,0x2eFE285133a2BB0e293ebe2c26eCa1271c398bA6,18,"ArbiAnimals","AANI",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x8a36d4CD3CEFF9985801B8AE26569960543867D0,0x08bB2e3F6BEfF7b6809F06A410067dE8D866A3Ac,9,"Degenerate","DEGEN",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x62887E42c89292c70CB56d3e5342b67b2efbC46b,0x5BB698E9e2e7aC4530F85beD1a225e12Ff154BF0,18,"Arbi Inu","AINU",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x0bf02eBA5b7DE70c162d920Ab66e957A6156Da50,0x7dF73b1C5C927DCd73B0362463B15356b971ec16,18,"Dogex","Dogex",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x610Ad685d012fB8c298d213CAeeC85A6012Be3F4,0x7e435D80c2C75d58Efd6F06938aCE68F022Af397,18,"Arbitrum OG","ARBOG",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x75005860f59f6C28773180EEB50610DBc57D0E90,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xf86e25f235D2107B4886dab3E1EcD00E8E15970a,18,"ArbiSPARTA","SPARTA"
0x7d8071d449C5f9892F9FbB05bDb0566180f4384B,0x762518E30bEac152EA28F1b377EDdc8fA744bdC6,18,"ArbiShiba","aSHIB",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x08da83452Ae158c3F348d4e0789b7A78989f34eE,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xfa42DA1bd08341537a44a4ca9D236D1c00A98b40,18,"Carbon","CARBON"
0xa18317E34aaA50C48601c0AEF2B6C78C7cc43888,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xc4Be125963900A273BE244f1d25Cf93a9692bcc3,18,"Arbi Super Inu","ASINU"
0xFB8F616966e7620C5D8F2109c04a14E69d200038,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xfB6db1Fef1a9E231813DdFFF454833bE5759040D,18,"ArbiPONG","PONG"
0xb04e5b38e81fB43978495355C87F0dD489eB3Ba8,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0x976fa2e7bA147bE63B0f88b76849C3D065cD5d60,18,"ArbiPONG","PONG"
0x89450F6C7d7f2c5971E9Ee28e94d8b199d17f673,0xeD3fB761414DA74b74F33e5c5a1f78104b188DfC,18,"ArbiNYAN","NYAN",0xfa42DA1bd08341537a44a4ca9D236D1c00A98b40,18,"Carbon","CARBON"
0xf4a6c89E06318717657D352D16cFC7739D9a8B85,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xFa7F8980b0f1E64A2062791cc3b0871572f1F7f0,18,"Uniswap","UNI"
0xCe615AA94001A051c5A28222583fF77DA2eB4707,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xa7C78E43464a82FB4d403cC0C1c4E471306F514D,18,"GOLD","GOLD"
0x24C7486Be6B60E4026944D57d6E9CbB7721ee9Ed,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xC196Df476DFDdF0D46243eAeb65b8c9a3174C130,18,"PANDT","PT"
0xefE9cff622D0f78ec264D2Ec316B92DAab5bc3eF,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xaA9e504Ad48268F1c182CDf90dEeb0A4845F0859,18,"test","test"
0x92Ba8F0Fc60a1333f4e9C6b546fF31C350eb3f62,0x976fa2e7bA147bE63B0f88b76849C3D065cD5d60,18,"ArbiPONG","PONG",0xb04e5b38e81fB43978495355C87F0dD489eB3Ba8,18,"SushiSwap LP Token","SLP"
0x20A1eD2c7fB5c41998853865E3184e67c72CfE05,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0x953B3E4530D0f92C8e3Ccb283F9AF736ee073478,18,"ArbiFarmToken","Farm"
0x17C5CF46794E76820147B0425E6ad8a748d4414e,0x4610E9552da120fB34b49c188945664b43ed1Dbb,18,"ArbiFarm","Farm",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x1cAcC2f39ec980D22F2Aa9887E402E4b37B22bb3,0x0402e92AFDE73e7C10638bd2D018682b67decDCe,18,"AFeg","AFeg",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x14860f32307EB323d340418350671cCBDC64CDe2,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xa458E4BdEd4e17c5735470314eaF9c4a164187eF,18,"ETHFarm","Farm"
0xfa615287eDD406B2fCD8BDbA008f096ae465465E,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xc21AFB56099aF6D1c657B7Ac48Ad0FA67F940623,18,"LIT","LIT"
0x6Fa4f697511f99b1dfc1C324c4B6403a2b5E8309,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xe433D854373f6081E5F8075899124F4A4d2e2E7B,9,"Arbitrum DOGE","ArDOGE"
0x4682D9F2d429AF02b0F9bD7AfC2343A00f696820,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xdC2e55dFF990d86722891a373416fCe6C8310C3d,18,"Afarm Token","Afarm"
0x36D26d6b45579a015F591eD34Fd2EA31455F7fC5,0xdC2e55dFF990d86722891a373416fCe6C8310C3d,18,"Afarm Token","Afarm",0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6,"USD Coin (Arb1)","USDC"
0x032502C69339Bc722e39a35d8Fbfd2Bb72461FAd,0x7A3322C43A69876AaB2bfe223CBD197EF71AFB68,18,"Arbi Feg","AFeg",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x16E46033395867abD451115bfcf98281Bf99aFE3,0x2AE1EF41Cd23e3E77f75789E9393D8951705470F,18,"AFARM Token","AFARM",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xa2886a1818dD25f40C8deB10CA29e96eDCF6375c,0x2AE1EF41Cd23e3E77f75789E9393D8951705470F,18,"AFARM Token","AFARM",0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6,"USD Coin (Arb1)","USDC"
0x63AFAcdfbf59018F2A0dc0DBa9394B9f9656799b,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xd6FEe6CF72E567B479741062658B6f19386d2C10,18,"dogejavu.com","DOGEJAVU"
0x8A51Da1c1a3EF995F7dDB11B8D1D95938aB2F142,0x76De4762A2E6e8e71D4a58142b0fB242A2a73c84,18,"arbiearn.finance","AFI",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xBaC34489896419b068f1802205c4bf666B0610f8,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xC0aBD57AAa1eF3adB4bac37df395DB69cF9C7A5B,18,"Ethereum Cherry","ETHC 🍒"
0xAA29B89cCB6dBd6D1e9E784aa36015319E0203D7,0x1F3c60641a3Ed65A5D7Eaaac989C838806F5CdC5,18,"ArbiFox","FOX",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xbB3e1698672F7f9f88649D1319dA4EE5907AE0d9,0x06cF3aCE5554645B422Db0CBADE92f609066cCe8,9,"ArbRiseTest","ART",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xb5ac9f5566071c7831d1886bD7eF356A9DbA354F,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xb4bAddA88ebd352EED1Dde060DeCe12801f3Fe59,18,"DePhinance","PHI"
0x7Ca483a96078FA311333515A64dB1CA8e88af455,0x7d2D35cF256cb47b8cAa6eB4d793f1c7e2228d35,18,"Ponzu","PONZU",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xace3B652A3fC5419F26CdDd5F15B557d43f94233,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xC55AE69b22dEC8e399c9BbAE9842F6786e4F4008,9,"WAGMI","WAGMI"
0xAFe6d1DCb1FD6751C45Ef530Aa4C296B11A611C6,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xa5283897B615BB0bFcBbd72858B323E3751a6E5A,9,"ARBLINI","BLINI"
0xe2081B1F27C3c01575b94C4E6C0583F0d0EEb5e9,0x47DEe2791DE281a64BE0D1DE5cadDAa9B65266C6,9,"ArbiPAW","PAW",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x57E5c019462a838cA7ee721389ad0F905393DB18,0x7d2D35cF256cb47b8cAa6eB4d793f1c7e2228d35,18,"Ponzu","PONZU",0xfa42DA1bd08341537a44a4ca9D236D1c00A98b40,18,"Carbon","CARBON"
0xc368C51AD7dC69aB6F7cDc5a498D18d15edaF325,0x7d2D35cF256cb47b8cAa6eB4d793f1c7e2228d35,18,"Ponzu","PONZU",0xeD3fB761414DA74b74F33e5c5a1f78104b188DfC,18,"ArbiNYAN","NYAN"
0xa52C7193E32ed4Dbb85C2C9Fc0b73C54A2A32780,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xF67D80C073C1aa1C7d31a3115BbaD8A7A7f71F42,18,"Arbi American Inu","AAINU"
0x5b7C2049123dD56bfA7d32EA77007a31D6b247E9,0x74071e6D6D6a3a8716AfbB1d3beaeA49052b4232,9,"ArbiPAW","PAW",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xb99E865B5f6b5CEe8D830e9A1A19d4E76bab2834,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xef8ef62896342C9C20627dbd2b5B86AD2a043dd1,18,"DePhinance","PHI"
0xca4B6aca0f38907Da99054F9C8AEfd24F10B6521,0x7fE4B7933eD12f5b2f31F617363155d7aFF96ce8,18,"ArbiApe","APE",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x685F7e1C92666f0b5Bb5AbeE70d22D9fD73A7951,0x6c2bd626a2ec6c3C6905a7613fC5354D549A33B6,18,"ArbiSwap","ASAP",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x4Ca0eD21Df6A0aa0cd32bf583005c8f3649fd553,0x6BF16399356e1484e0E76e8487284fE6E934bdb8,9,"ARBISHIT","ARBISHIT",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x735053e8Bc6A34fa816d242a17c26c911f722676,0x2707299Fa7B0819d2734CcFC57c2737FcD931DA2,18,"FuckCARBON","FKCARBON",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x3b2c47fC666122e09DC4AfaDfe8a3C854Ba18c75,0x69b2cd28B205B47C8ba427e111dD486f9C461B57,0,"Partyhat","PHAT",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xC1e4E50D5f7500d5915296CFF37dB53D4f9EB67e,0xd4d42F0b6DEF4CE0383636770eF773390d85c61A,18,"SushiToken","SUSHI",0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6,"USD Coin (Arb1)","USDC"
0x63D37a461a3080ccdDCCdCf172Fe54Da3115bC58,0x2b0Fe43DC51B05eF5D8BC49Beb3A0A862b34888D,18,"Starship Enterprise","STAR ⭐",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xeCd7a516D4544F99073B1Eff1d5Ba8A691430Ec6,0x3914D10b43Cb45c2d847503B759fe4c912FFCfaB,18,"arbiEarn","aEarn",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xE4bAC3147f219b53e34EcEac7abdf07F1000F2df,0x1639f151458889d57867DF43B378e9ce5bc0aa5C,18,"APUNK","APUNK",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x15BDf963dF7A89c4aaD904a937c5aBCC6D51CC0F,0x76785Bbf024c72d3443eF82359081a859f281049,9,"ArbiLOTUS","LOTUS",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x0BD34Cdc0C56C83BcdbE59959194136983848d60,0x47E567b495f5A16934be28651885D9FA60515cF0,18,"ALoot","ALoot",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xD2979CF0812e4A5Aa68CC3e25DA9E21b47932298,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xB13e5d679964C674D2c3F2Ec3f839C40ed1169aC,18,"ArbiROCK","ROCK"
0x37BE6DBEb4c932276B5Fe314Cd2fbdb3398EdfE4,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0x8Df81c2b8F6de4C84AbE9bA92618d28560b9F87a,18,"ArbiMatrixSamurai","AMXS"
0xB437863D6C71D25b5C1973C71975e0547b9144B8,0x5903FF6463a511fc923fb4F901F8a15184F40AE6,18,"YFI","YFI",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x8C2A5B037eC1d3aB6c8E21d094A208db8249b324,0x110d385BecFA780c4A294C7f13f0c51843079d94,18,"DOGE","DOGE",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xeC3Fb085BD0D0d6f93d8f1794836CE9eE8068E08,0x56938442E7A6913146152408d2eac981A66f46A4,9,"Arbiearn Finance","AEARN",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x45e6169b9fedC23A6e0f8694f9222B1d15d8646c,0x4D221C3A5c10A74C377a5909658E2A639b6EDB5c,18,"Arbitrum Ape","APE",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x9b2763208dbB1d7FB975d1AC325f786317C9223F,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0x898e5c6F998f4db72a17f34914747B91748dBB9C,18,"SHIBA","SHIBA"
0xcfF9171A565a5e6F75b91b8c4d47EE58d2bf37A0,0x31efA0eC18339845805cDF16DFB3a818F10e090F,18,"ArbitShroom","SHROOM",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xc97E3FF3660c3F2b422603FAB25Ba4ab5C1D185c,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xc7D3591a9be5969CC40831BC2Edb211360E58D65,18,"Ethereum Money Bag","ETHM 💰"
0x365c34E39ceb90bCEa01E431A75f88BAD972DEE8,0x155f0DD04424939368972f4e1838687d6a831151,18,"ArbiDoge","ADoge",0x2AE1EF41Cd23e3E77f75789E9393D8951705470F,18,"AFARM Token","AFARM"
0x8A15ba921e81f74413067A2FF55F1E0A0A7266A5,0x07031E84d26D90f6c2a7778C20Ee6DeE866f1163,9,"ArbRiseTest2","ART2",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xc38ab80D831aA57Ee3A33F7CbcccEE1370D537b7,0x76f88D52543B5eCCf5Bb77d24c07F539f05fd377,9,"ArbFlagTest3","ARF3",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x2d560f386219058825eF4a919CA353B5a5498A7F,0x044d5f8Cf43693d363068199241aFC5d4D51DF20,18,"Arbi Space","ArbiSpace",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xb08Ca5B83a7A5845D35Bc68de65977EC56c02Acc,0x07E41a0FED2abCd7e706b608302d42F2dF75Ca8b,18,"Arbi Snow Shiba","SNOWS",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x1A840B7Cd883324EDD448B8003cE3a142d969fBc,0x1eBd1783937cB366bb24A13dCe1Aae807eFF6953,9,"ArbiNEKO","NEKO",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xcb9e1C27Ce6A9B8Ba0A4C85A217C7549b06C3F44,0x3f908f29e72cee8312988A57d484e36B116CaC1a,9,"Squidbot","SQUID",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x0715A91840020c8C6c4991b4a5272c3f7fafE8A6,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xF843Ec392F959129A458Ca0D1F27e66c1C474458,18,"Ethereum Fire","EFIRE 🔥"
0x6A0518f0380ebACe32A5Ef3cA5428f7c2eDFa1BC,0x044d5f8Cf43693d363068199241aFC5d4D51DF20,18,"Arbi Space","ArbiSpace",0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6,"USD Coin (Arb1)","USDC"
0x7Af6Cda336fd5714e2082596C0939e2A26c9f939,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xa9c3013bD6b9b9765Efe0cfCFA5243111fF71b17,18,"Arbi Shiba Inu","ASI"
0x58F10Ce3ff6B8b4fEc7531712717a0e4120292aA,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0x83d2b599A1Ca888ce21614853e9BE21505BD591e,9,"ArbFlagTest3","ARF3"
0x61f8D6ec65556b891c44Ea29a66a6B06B07259bc,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xE073428acd72eA1311220Af6268281C5dB4D08Cd,9,"ArbFlagTest3","ARF3"
0xB6E7aE2Fe045Ce84c77FF0C6095F380fdf999b58,0x53d0aA0aFc9449b82145a0a7a82dD2884D10366c,18,"Arbi Anu","ArbiAnu",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0xE505b510175F7C655909878859909EF5f21933F4,0x53d0aA0aFc9449b82145a0a7a82dD2884D10366c,18,"Arbi Anu","ArbiAnu",0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6,"USD Coin (Arb1)","USDC"
0xDcB85D2C0C747153E008051a349871161AC6dbbB,0x35EE703b044cDc21Df65C4D41CA1a40DBeFEAF52,9,"ArBtest1","ABT1",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x6F576826C828F96A415a493e4b501EE65d27f3CF,0x1c3f555cb4Ea217F9c460f1C249D821dB7e1Caa3,9,"ArbiBabyDoge","ARBIBABY",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x4642d9f4a91efd230124C03398cCf5235AD3187d,0x48fa61bE11821785863bA74A2f0a8d2d29294e61,18,"Arbi PayPal","APAL",0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH"
0x0d6bb0B80f32bc8199f3b8a07139EceBE3d88287,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xbbd6D9Bd123Cb74456031f730f33835f8dF6F634,18,"Arbidog","ADOG"
0xdf4c14d7863e4a482b57B56fdb2CaB3FeD7243Ff,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0x99C2Fc7051B5BFb8eA70A2115043F0015Ac23159,9,"ArBEE","ArBEE"
0x8fc671B0A478a3BE37FE3C0a3808b3381cdBE769,0xB7ed695247f1e6C579983Ab5A18825216882C798,18,"Arballz Token","ARB",0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6,"USD Coin (Arb1)","USDC"
0xa9dc3EB9E659cFf564fA801D1AA027fdD63d9454,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xB7ed695247f1e6C579983Ab5A18825216882C798,18,"Arballz Token","ARB"
0x0Fdd83DCA104611a50973936A215b588C3ff3755,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18,"Wrapped Ether","WETH",0xd1874620DBb0dad54Edb44deba88C7AbF73C6f1a,18,"Arbi Doge","ArbiDoge"
0xCee6aD7F95cCf6c8Ac183b074AD348e6f2088743,0xd1874620DBb0dad54Edb44deba88C7AbF73C6f1a,18,"Arbi Doge","ArbiDoge",0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6,"USD Coin (Arb1)","USDC"
